order_id,product_id,customer_id,quantity,unit_price,total_amount,order_date,payment_method,warehouse_id,priority
ORD-00436,Echo Dot 5th Gen,CUST-0136,36,455.34,16392.24,2024-03-07,Wire Transfer,WH-WEST-02,Critical
ORD-00437,Kindle Paperwhite,CUST-0052,195,172.0,33540.0,2025-09-27,Credit Card,WH-WEST-01,Medium
ORD-00438,Samsung Odyssey G9,CUST-0086,91,292.29,26598.39,2025-11-03,Net 30,WH-CENTRAL-02,Medium
ORD-00439,Sony PlayStation 5,CUST-0195,68,83.0,5644.0,2025-04-16,Wire Transfer,WH-CENTRAL-02,Low
ORD-00440,Corsair RM850x PSU,CUST-0115,14,266.55,3731.7,2025-12-09,Cash on Delivery,WH-WEST-02,High
ORD-00441,Kindle Paperwhite,CUST-0133,75,177.69,13326.75,2024-12-22,Net 30,WH-EAST-01,Low
ORD-00442,Kindle Paperwhite,CUST-0245,60,168.85,10131.0,2025-08-21,Purchase Order,WH-CENTRAL-02,High
ORD-00443,Apple Watch Series 9,CUST-0233,194,345.29,66986.26,2024-11-16,Credit Card,WH-SOUTH-01,Medium
ORD-00444,Xbox Series X,CUST-0213,48,276.47,13270.56,2025-04-30,Net 30,WH-WEST-02,Medium
ORD-00445,Logitech MX Master 3S,CUST-0072,65,198.78,12920.7,2025-03-28,Credit Card,WH-CENTRAL-02,Critical
ORD-00446,AirPods Pro Gen 2,CUST-0086,109,362.38,39499.42,2025-01-18,Net 30,WH-CENTRAL-01,Low
ORD-00447,NVIDIA RTX 4090,CUST-0132,193,217.91,42056.63,2024-06-26,Cash on Delivery,WH-EAST-02,Critical
ORD-00448,Echo Dot 5th Gen,CUST-0031,41,16.92,693.72,2025-02-05,Net 30,WH-INTL-02,Medium
ORD-00449,GoPro HERO12 Black,CUST-0011,155,417.81,64760.55,2024-03-26,Wire Transfer,WH-INTL-02,High
ORD-00450,Secretlab Titan EVO,CUST-0160,112,374.92,41991.04,2024-03-16,Purchase Order,WH-EAST-01,High
ORD-00451,Samsung Galaxy S24,CUST-0065,152,274.53,41728.56,2025-09-22,Net 30,WH-NORTH-01,Medium
ORD-00452,AirPods Pro Gen 2,CUST-0111,26,474.34,12332.84,2025-11-23,Purchase Order,WH-WEST-02,Low
ORD-00453,Samsung Galaxy S24,CUST-0047,129,178.64,23044.56,2024-11-11,Purchase Order,WH-WEST-01,Low
ORD-00454,GoPro HERO12 Black,CUST-0206,95,307.83,29243.85,2024-05-28,Purchase Order,WH-CENTRAL-02,Low
ORD-00455,Dell XPS 15,CUST-0122,38,280.96,10676.48,2025-11-26,Credit Card,WH-WEST-02,High
ORD-00456,iPad Pro 12.9,CUST-0227,121,187.29,22662.09,2024-05-15,Net 30,WH-NORTH-01,Medium
ORD-00457,Apple Watch Series 9,CUST-0170,157,41.32,6487.24,2025-09-12,Purchase Order,WH-INTL-02,Low
ORD-00458,Nintendo Switch OLED,CUST-0044,161,136.79,22023.19,2024-10-19,Cash on Delivery,WH-WEST-02,High
ORD-00459,iPad Pro 12.9,CUST-0116,112,442.64,49575.68,2024-09-11,Credit Card,WH-EAST-01,Medium
ORD-00460,Xbox Series X,CUST-0055,150,247.07,37060.5,2025-11-11,Purchase Order,WH-EAST-01,Critical
ORD-00461,Apple iPhone 15,CUST-0240,175,296.43,51875.25,2024-05-30,Cash on Delivery,WH-WEST-01,Critical
ORD-00462,AMD Ryzen 9 7950X,CUST-0083,17,455.75,7747.75,2024-12-13,Cash on Delivery,WH-EAST-02,Critical
ORD-00463,Asus ROG Zephyrus G14,CUST-0028,176,311.05,54744.8,2024-05-24,Cash on Delivery,WH-NORTH-01,Medium
ORD-00464,Bose QuietComfort Ultra,CUST-0282,40,86.8,3472.0,2025-09-25,Wire Transfer,WH-SOUTH-01,Low
ORD-00465,Sony WH-1000XM5,CUST-0223,114,116.74,13308.36,2024-11-25,Net 30,WH-EAST-02,Low
ORD-00466,Apple iPhone 15,CUST-0232,36,286.79,10324.44,2025-01-02,Net 30,WH-EAST-01,Critical
ORD-00467,Echo Dot 5th Gen,CUST-0042,75,179.67,13475.25,2025-10-20,Purchase Order,WH-WEST-02,Low
ORD-00468,NZXT Kraken Elite,CUST-0091,71,165.72,11766.12,2024-09-17,Credit Card,WH-WEST-01,Critical
ORD-00469,Razer DeathAdder V3,CUST-0018,63,284.63,17931.69,2025-06-17,Wire Transfer,WH-CENTRAL-01,High
ORD-00470,NVIDIA RTX 4090,CUST-0205,44,301.28,13256.32,2024-02-26,Net 30,WH-SOUTH-01,Low
ORD-00471,Samsung Odyssey G9,CUST-0005,167,391.76,65423.92,2024-08-31,Cash on Delivery,WH-WEST-02,High
ORD-00472,Apple iPhone 15,CUST-0179,176,347.99,61246.24,2025-02-21,Purchase Order,WH-EAST-02,Medium
ORD-00473,Xbox Series X,CUST-0023,109,275.43,30021.87,2024-09-02,Credit Card,WH-WEST-02,Medium
ORD-00474,MacBook Pro 14,CUST-0161,45,45.12,2030.4,2025-04-02,Credit Card,WH-WEST-02,Medium
ORD-00475,Razer DeathAdder V3,CUST-0159,97,39.45,3826.65,2024-10-14,Wire Transfer,WH-WEST-01,Low
ORD-00476,Razer DeathAdder V3,CUST-0087,61,272.35,16613.35,2024-04-10,Purchase Order,WH-WEST-02,Medium
ORD-00477,AMD Ryzen 9 7950X,CUST-0040,198,279.58,55356.84,2024-02-02,Net 30,WH-INTL-01,Low
ORD-00478,Logitech MX Master 3S,CUST-0005,106,118.91,12604.46,2025-10-14,Wire Transfer,WH-INTL-01,Low
ORD-00479,GoPro HERO12 Black,CUST-0195,180,244.65,44037.0,2025-10-26,Cash on Delivery,WH-EAST-01,Critical
ORD-00480,Samsung 990 PRO NVMe,CUST-0249,152,356.15,54134.8,2025-06-06,Net 30,WH-NORTH-01,Medium
ORD-00481,LG C3 OLED TV,CUST-0042,11,21.34,234.74,2024-02-17,Purchase Order,WH-EAST-02,Low
ORD-00482,Sony PlayStation 5,CUST-0124,3,233.81,701.43,2025-04-30,Purchase Order,WH-INTL-01,High
ORD-00483,Logitech MX Master 3S,CUST-0165,168,338.93,56940.24,2024-01-29,Credit Card,WH-WEST-01,Medium
ORD-00484,Kindle Paperwhite,CUST-0057,2,269.25,538.5,2025-04-14,Cash on Delivery,WH-EAST-02,High
ORD-00485,Samsung Galaxy S24,CUST-0187,78,187.29,14608.62,2025-10-20,Net 30,WH-INTL-02,Critical
ORD-00486,Google Pixel 8 Pro,CUST-0200,158,203.76,32194.08,2024-05-25,Credit Card,WH-INTL-02,Medium
ORD-00487,GoPro HERO12 Black,CUST-0225,110,254.27,27969.7,2025-04-09,Net 30,WH-EAST-02,Critical
ORD-00488,iPad Pro 12.9,CUST-0206,109,127.85,13935.65,2024-05-24,Credit Card,WH-WEST-01,Critical
ORD-00489,GoPro HERO12 Black,CUST-0013,199,225.9,44954.1,2025-01-25,Purchase Order,WH-CENTRAL-02,Critical
ORD-00490,Razer DeathAdder V3,CUST-0269,118,58.24,6872.32,2024-07-31,Net 30,WH-CENTRAL-01,Low
ORD-00491,Apple iPhone 15,CUST-0148,187,78.5,14679.5,2024-06-18,Net 30,WH-EAST-02,High
ORD-00492,DJI Mini 4 Pro,CUST-0254,101,444.02,44846.02,2024-10-31,Net 30,WH-WEST-02,Medium
ORD-00493,Xbox Series X,CUST-0037,76,476.2,36191.2,2024-01-01,Net 30,WH-SOUTH-01,Low
ORD-00494,Apple iPhone 15,CUST-0053,77,95.32,7339.64,2025-12-01,Purchase Order,WH-WEST-01,High
ORD-00495,Keychron Q1 Pro,CUST-0273,59,65.22,3847.98,2025-06-07,Net 30,WH-WEST-02,Critical
ORD-00496,Samsung Odyssey G9,CUST-0199,123,23.33,2869.59,2024-09-25,Purchase Order,WH-SOUTH-01,Critical
ORD-00497,Samsung Galaxy S24,CUST-0012,131,452.17,59234.27,2025-08-30,Wire Transfer,WH-SOUTH-01,Medium
ORD-00498,GoPro HERO12 Black,CUST-0250,8,146.37,1170.96,2024-01-04,Cash on Delivery,WH-WEST-02,Critical
ORD-00499,AirPods Pro Gen 2,CUST-0177,177,423.04,74878.08,2024-08-20,Cash on Delivery,WH-WEST-01,Medium
ORD-00500,Samsung 990 PRO NVMe,CUST-0086,153,65.67,10047.51,2025-12-24,Net 30,WH-EAST-01,Critical
ORD-00501,Kindle Paperwhite,CUST-0023,154,119.3,18372.2,2024-12-03,Purchase Order,WH-EAST-01,Critical
ORD-00502,Kindle Paperwhite,CUST-0279,38,293.71,11160.98,2025-12-03,Net 30,WH-WEST-01,Medium
ORD-00503,Xbox Series X,CUST-0266,41,147.58,6050.78,2025-06-09,Wire Transfer,WH-EAST-01,Low
ORD-00504,Bose QuietComfort Ultra,CUST-0206,30,228.71,6861.3,2025-07-03,Credit Card,WH-NORTH-01,High
ORD-00505,Asus ROG Zephyrus G14,CUST-0267,115,267.65,30779.75,2025-11-24,Purchase Order,WH-INTL-02,Critical
ORD-00506,Echo Dot 5th Gen,CUST-0030,149,311.01,46340.49,2024-10-18,Purchase Order,WH-WEST-01,Medium
ORD-00507,Samsung Odyssey G9,CUST-0280,126,70.88,8930.88,2024-04-19,Net 30,WH-CENTRAL-02,Critical
ORD-00508,Razer DeathAdder V3,CUST-0274,133,371.51,49410.83,2024-12-30,Credit Card,WH-EAST-01,Critical
ORD-00509,Dell XPS 15,CUST-0161,127,113.52,14417.04,2024-03-19,Net 30,WH-WEST-02,Low
ORD-00510,DJI Mini 4 Pro,CUST-0237,52,416.25,21645.0,2025-02-21,Purchase Order,WH-CENTRAL-02,Critical
ORD-00511,Sony PlayStation 5,CUST-0053,191,434.7,83027.7,2024-07-01,Net 30,WH-INTL-02,High
ORD-00512,Samsung Galaxy S24,CUST-0288,106,116.78,12378.68,2025-09-15,Cash on Delivery,WH-EAST-02,Low
ORD-00513,Apple Watch Series 9,CUST-0298,55,267.52,14713.6,2025-08-10,Cash on Delivery,WH-EAST-01,Critical
ORD-00514,Xbox Series X,CUST-0107,43,351.87,15130.41,2025-06-27,Credit Card,WH-NORTH-01,Low
ORD-00515,Dell XPS 15,CUST-0088,127,180.55,22929.85,2025-03-12,Credit Card,WH-SOUTH-01,Medium
ORD-00516,Xbox Series X,CUST-0124,50,216.58,10829.0,2025-12-08,Credit Card,WH-NORTH-01,High
ORD-00517,MacBook Pro 14,CUST-0024,149,27.95,4164.55,2024-10-01,Purchase Order,WH-INTL-02,Low
ORD-00518,Echo Dot 5th Gen,CUST-0183,122,339.55,41425.1,2024-09-05,Purchase Order,WH-CENTRAL-02,High
ORD-00519,Sony PlayStation 5,CUST-0121,58,177.46,10292.68,2025-05-30,Cash on Delivery,WH-INTL-02,Low
ORD-00520,Asus ROG Zephyrus G14,CUST-0112,124,426.8,52923.2,2024-06-05,Cash on Delivery,WH-WEST-01,Medium
ORD-00521,Google Pixel 8 Pro,CUST-0055,199,480.93,95705.07,2024-11-25,Net 30,WH-CENTRAL-01,Low
ORD-00522,Google Pixel 8 Pro,CUST-0286,180,372.49,67048.2,2025-09-06,Credit Card,WH-CENTRAL-01,Critical
ORD-00523,Xbox Series X,CUST-0094,46,453.26,20849.96,2025-03-07,Wire Transfer,WH-SOUTH-01,Low
ORD-00524,GoPro HERO12 Black,CUST-0293,179,275.58,49328.82,2024-05-04,Cash on Delivery,WH-CENTRAL-01,High
ORD-00525,Asus ROG Zephyrus G14,CUST-0285,26,414.16,10768.16,2024-09-21,Purchase Order,WH-CENTRAL-02,Medium
ORD-00526,AirPods Pro Gen 2,CUST-0027,81,200.91,16273.71,2024-04-06,Cash on Delivery,WH-WEST-02,Low
ORD-00527,Apple iPhone 15,CUST-0173,154,205.97,31719.38,2025-04-26,Cash on Delivery,WH-EAST-01,Critical
ORD-00528,Nintendo Switch OLED,CUST-0297,170,159.87,27177.9,2025-12-13,Cash on Delivery,WH-NORTH-01,Medium
ORD-00529,Secretlab Titan EVO,CUST-0288,72,458.19,32989.68,2025-10-06,Cash on Delivery,WH-INTL-02,Medium
ORD-00530,Samsung 990 PRO NVMe,CUST-0097,28,235.84,6603.52,2025-12-20,Purchase Order,WH-EAST-02,Critical
ORD-00531,Nintendo Switch OLED,CUST-0106,131,41.54,5441.74,2025-02-14,Wire Transfer,WH-INTL-02,Critical
ORD-00532,Corsair RM850x PSU,CUST-0070,110,231.88,25506.8,2024-07-15,Credit Card,WH-NORTH-01,Medium
ORD-00533,Apple Watch Series 9,CUST-0093,76,487.56,37054.56,2025-12-24,Purchase Order,WH-WEST-01,Medium
ORD-00534,Samsung Odyssey G9,CUST-0049,44,370.14,16286.16,2025-10-23,Cash on Delivery,WH-INTL-01,Medium
ORD-00535,GoPro HERO12 Black,CUST-0095,106,340.12,36052.72,2024-03-03,Wire Transfer,WH-SOUTH-01,High
ORD-00536,Razer DeathAdder V3,CUST-0052,4,56.13,224.52,2024-11-11,Purchase Order,WH-CENTRAL-01,High
ORD-00537,Razer DeathAdder V3,CUST-0139,76,382.78,29091.28,2024-06-21,Wire Transfer,WH-EAST-01,Medium
ORD-00538,Logitech MX Master 3S,CUST-0189,72,129.88,9351.36,2025-12-10,Credit Card,WH-INTL-02,High
ORD-00539,Nintendo Switch OLED,CUST-0047,106,182.01,19293.06,2025-03-25,Credit Card,WH-INTL-01,Critical
ORD-00540,Sony PlayStation 5,CUST-0141,17,490.14,8332.38,2025-11-04,Credit Card,WH-INTL-02,High
ORD-00541,AMD Ryzen 9 7950X,CUST-0277,80,252.55,20204.0,2024-04-15,Cash on Delivery,WH-EAST-02,Medium
ORD-00542,Logitech MX Master 3S,CUST-0069,10,166.76,1667.6,2025-04-23,Purchase Order,WH-CENTRAL-02,Low
ORD-00543,NVIDIA RTX 4090,CUST-0092,163,315.56,51436.28,2025-12-01,Net 30,WH-EAST-02,Low
ORD-00544,Keychron Q1 Pro,CUST-0164,165,107.82,17790.3,2024-01-28,Cash on Delivery,WH-CENTRAL-01,Medium
ORD-00545,Secretlab Titan EVO,CUST-0090,152,495.14,75261.28,2025-08-14,Wire Transfer,WH-NORTH-01,Critical
ORD-00546,Apple iPhone 15,CUST-0217,98,222.06,21761.88,2025-12-29,Cash on Delivery,WH-WEST-01,Medium
ORD-00547,Razer DeathAdder V3,CUST-0197,89,124.53,11083.17,2025-08-06,Credit Card,WH-INTL-02,High
ORD-00548,Razer DeathAdder V3,CUST-0099,17,316.31,5377.27,2024-04-05,Cash on Delivery,WH-EAST-01,Medium
ORD-00549,Samsung 990 PRO NVMe,CUST-0077,33,147.42,4864.86,2024-11-08,Purchase Order,WH-EAST-01,Critical
ORD-00550,Asus ROG Zephyrus G14,CUST-0097,173,97.06,16791.38,2025-03-10,Purchase Order,WH-SOUTH-01,Medium
ORD-00551,Razer DeathAdder V3,CUST-0118,77,340.53,26220.81,2024-07-25,Wire Transfer,WH-CENTRAL-01,Medium
ORD-00552,Asus ROG Zephyrus G14,CUST-0270,95,60.24,5722.8,2025-04-28,Net 30,WH-SOUTH-01,High
ORD-00553,Dell XPS 15,CUST-0186,130,222.98,28987.4,2024-02-08,Purchase Order,WH-WEST-01,High
ORD-00554,Keychron Q1 Pro,CUST-0069,187,285.39,53367.93,2024-09-12,Cash on Delivery,WH-CENTRAL-02,High
ORD-00555,Google Pixel 8 Pro,CUST-0012,116,141.8,16448.8,2024-01-22,Cash on Delivery,WH-CENTRAL-02,Medium
ORD-00556,NVIDIA RTX 4090,CUST-0192,163,452.68,73786.84,2025-07-26,Cash on Delivery,WH-CENTRAL-01,Critical
ORD-00557,Sony PlayStation 5,CUST-0217,3,131.88,395.64,2025-10-08,Purchase Order,WH-CENTRAL-02,Medium
ORD-00558,MacBook Pro 14,CUST-0241,154,57.1,8793.4,2024-11-26,Net 30,WH-CENTRAL-02,Low
ORD-00559,Razer DeathAdder V3,CUST-0268,118,71.05,8383.9,2024-09-21,Wire Transfer,WH-EAST-01,Low
ORD-00560,LG C3 OLED TV,CUST-0282,151,176.71,26683.21,2025-08-29,Cash on Delivery,WH-NORTH-01,Medium
ORD-00561,Echo Dot 5th Gen,CUST-0206,73,372.39,27184.47,2024-10-08,Net 30,WH-INTL-01,Critical
ORD-00562,Echo Dot 5th Gen,CUST-0297,116,298.63,34641.08,2025-03-16,Purchase Order,WH-NORTH-01,Low
ORD-00563,Apple Watch Series 9,CUST-0012,180,62.18,11192.4,2025-02-22,Net 30,WH-INTL-02,Low
ORD-00564,Samsung Galaxy S24,CUST-0043,67,314.4,21064.8,2024-03-28,Credit Card,WH-EAST-01,Medium
ORD-00565,Apple Watch Series 9,CUST-0230,67,400.1,26806.7,2025-06-20,Credit Card,WH-CENTRAL-02,Critical
ORD-00566,Asus ROG Zephyrus G14,CUST-0167,92,215.23,19801.16,2025-05-06,Credit Card,WH-CENTRAL-02,Low
ORD-00567,NZXT Kraken Elite,CUST-0050,187,257.54,48159.98,2025-07-09,Net 30,WH-NORTH-01,High
ORD-00568,Apple iPhone 15,CUST-0093,145,444.54,64458.3,2024-09-24,Wire Transfer,WH-CENTRAL-01,Medium
ORD-00569,Sony PlayStation 5,CUST-0295,157,444.92,69852.44,2025-01-11,Cash on Delivery,WH-CENTRAL-02,Low
ORD-00570,NZXT Kraken Elite,CUST-0172,83,382.14,31717.62,2024-10-11,Net 30,WH-SOUTH-01,Medium
ORD-00571,LG C3 OLED TV,CUST-0136,88,162.32,14284.16,2025-05-11,Wire Transfer,WH-INTL-01,Critical
ORD-00572,Razer DeathAdder V3,CUST-0086,121,417.41,50506.61,2024-03-14,Purchase Order,WH-NORTH-01,Low
ORD-00573,Google Pixel 8 Pro,CUST-0029,9,423.8,3814.2,2024-11-03,Wire Transfer,WH-INTL-01,High
ORD-00574,DJI Mini 4 Pro,CUST-0193,126,219.64,27674.64,2025-12-23,Purchase Order,WH-INTL-01,Low
ORD-00575,GoPro HERO12 Black,CUST-0265,106,382.69,40565.14,2025-10-06,Purchase Order,WH-INTL-02,Medium
ORD-00576,Apple iPhone 15,CUST-0198,144,435.4,62697.6,2025-02-20,Wire Transfer,WH-CENTRAL-02,High
ORD-00577,Kindle Paperwhite,CUST-0012,5,362.84,1814.2,2024-08-14,Credit Card,WH-WEST-01,Critical
ORD-00578,Google Pixel 8 Pro,CUST-0044,148,194.91,28846.68,2025-07-16,Cash on Delivery,WH-WEST-02,Low
ORD-00579,MacBook Pro 14,CUST-0189,165,461.12,76084.8,2024-10-28,Wire Transfer,WH-NORTH-01,Critical
ORD-00580,Corsair RM850x PSU,CUST-0025,135,194.26,26225.1,2024-12-24,Wire Transfer,WH-SOUTH-01,High
ORD-00581,AMD Ryzen 9 7950X,CUST-0217,38,35.29,1341.02,2025-02-28,Wire Transfer,WH-CENTRAL-01,High
ORD-00582,Echo Dot 5th Gen,CUST-0133,73,113.53,8287.69,2025-11-27,Net 30,WH-INTL-01,Critical
ORD-00583,Kindle Paperwhite,CUST-0078,60,61.43,3685.8,2024-09-07,Wire Transfer,WH-WEST-02,High
ORD-00584,Corsair RM850x PSU,CUST-0025,174,216.62,37691.88,2025-03-26,Net 30,WH-WEST-02,Low
ORD-00585,iPad Pro 12.9,CUST-0237,78,147.17,11479.26,2025-04-02,Net 30,WH-SOUTH-01,Medium
ORD-00586,Keychron Q1 Pro,CUST-0126,106,446.19,47296.14,2025-11-22,Net 30,WH-NORTH-01,High
ORD-00587,Nintendo Switch OLED,CUST-0284,11,259.63,2855.93,2025-12-14,Cash on Delivery,WH-NORTH-01,Critical
ORD-00588,MacBook Pro 14,CUST-0192,127,483.43,61395.61,2024-09-28,Cash on Delivery,WH-CENTRAL-01,High
ORD-00589,Logitech MX Master 3S,CUST-0258,62,471.07,29206.34,2025-10-27,Purchase Order,WH-WEST-01,High
ORD-00590,Dell XPS 15,CUST-0130,115,377.45,43406.75,2024-07-13,Credit Card,WH-WEST-02,Critical
ORD-00591,Corsair RM850x PSU,CUST-0145,120,215.75,25890.0,2025-02-02,Credit Card,WH-CENTRAL-01,Medium
ORD-00592,iPad Pro 12.9,CUST-0042,123,216.41,26618.43,2024-01-24,Purchase Order,WH-INTL-02,Critical
ORD-00593,Kindle Paperwhite,CUST-0163,52,156.04,8114.08,2024-12-25,Net 30,WH-WEST-02,Medium
ORD-00594,Dell XPS 15,CUST-0017,160,298.3,47728.0,2024-03-01,Credit Card,WH-INTL-02,High
ORD-00595,iPad Pro 12.9,CUST-0260,105,192.57,20219.85,2024-02-04,Wire Transfer,WH-WEST-02,High
ORD-00596,Dell XPS 15,CUST-0171,88,129.64,11408.32,2024-09-26,Net 30,WH-CENTRAL-02,Medium
ORD-00597,MacBook Pro 14,CUST-0067,47,457.76,21514.72,2024-12-16,Net 30,WH-SOUTH-01,Low
ORD-00598,Apple iPhone 15,CUST-0007,175,458.56,80248.0,2025-10-08,Credit Card,WH-CENTRAL-01,Critical
ORD-00599,Kindle Paperwhite,CUST-0031,147,371.06,54545.82,2024-01-30,Wire Transfer,WH-CENTRAL-01,High
ORD-00600,Apple Watch Series 9,CUST-0257,20,48.55,971.0,2025-03-07,Cash on Delivery,WH-INTL-02,Critical
ORD-00601,Xbox Series X,CUST-0163,21,52.51,1102.71,2024-11-17,Cash on Delivery,WH-WEST-02,Critical
ORD-00602,Elgato Stream Deck,CUST-0157,103,218.93,22549.79,2024-10-10,Net 30,WH-NORTH-01,Critical
ORD-00603,Samsung 990 PRO NVMe,CUST-0210,131,324.99,42573.69,2024-04-05,Cash on Delivery,WH-NORTH-01,Low
ORD-00604,Bose QuietComfort Ultra,CUST-0211,185,236.16,43689.6,2024-10-14,Net 30,WH-SOUTH-01,Medium
ORD-00605,iPad Pro 12.9,CUST-0069,158,17.75,2804.5,2025-12-26,Purchase Order,WH-SOUTH-01,High
ORD-00606,NVIDIA RTX 4090,CUST-0035,151,193.71,29250.21,2025-09-06,Purchase Order,WH-WEST-01,Medium
ORD-00607,DJI Mini 4 Pro,CUST-0295,60,11.77,706.2,2025-12-09,Wire Transfer,WH-NORTH-01,Critical
ORD-00608,Logitech MX Master 3S,CUST-0247,5,164.62,823.1,2024-10-19,Wire Transfer,WH-INTL-02,Critical
ORD-00609,Secretlab Titan EVO,CUST-0182,40,42.87,1714.8,2024-06-27,Credit Card,WH-WEST-02,Low
ORD-00610,Elgato Stream Deck,CUST-0249,100,194.29,19429.0,2025-06-28,Purchase Order,WH-NORTH-01,Medium
ORD-00611,Kindle Paperwhite,CUST-0130,142,299.48,42526.16,2024-08-06,Net 30,WH-INTL-01,High
ORD-00612,MacBook Pro 14,CUST-0155,67,233.05,15614.35,2024-06-20,Wire Transfer,WH-EAST-01,Medium
ORD-00613,Xbox Series X,CUST-0009,156,138.6,21621.6,2024-12-01,Wire Transfer,WH-WEST-02,Critical
ORD-00614,Kindle Paperwhite,CUST-0276,58,420.77,24404.66,2025-10-22,Net 30,WH-SOUTH-01,High
ORD-00615,AMD Ryzen 9 7950X,CUST-0047,123,158.2,19458.6,2025-05-23,Wire Transfer,WH-CENTRAL-02,Low
ORD-00616,LG C3 OLED TV,CUST-0182,173,102.07,17658.11,2025-06-01,Cash on Delivery,WH-CENTRAL-02,Medium
ORD-00617,Razer DeathAdder V3,CUST-0041,108,388.5,41958.0,2024-09-30,Purchase Order,WH-WEST-02,High
ORD-00618,Corsair RM850x PSU,CUST-0282,43,349.95,15047.85,2025-10-15,Cash on Delivery,WH-CENTRAL-02,High
ORD-00619,Bose QuietComfort Ultra,CUST-0268,159,38.36,6099.24,2025-09-29,Purchase Order,WH-EAST-02,Medium
ORD-00620,Dell XPS 15,CUST-0266,97,171.84,16668.48,2025-07-21,Credit Card,WH-SOUTH-01,Critical
ORD-00621,AMD Ryzen 9 7950X,CUST-0276,195,314.21,61270.95,2024-12-19,Wire Transfer,WH-EAST-02,Medium
ORD-00622,Bose QuietComfort Ultra,CUST-0047,137,383.48,52536.76,2024-11-14,Cash on Delivery,WH-EAST-01,Low
ORD-00623,Samsung Odyssey G9,CUST-0198,137,41.87,5736.19,2024-07-19,Wire Transfer,WH-CENTRAL-01,Medium
ORD-00624,DJI Mini 4 Pro,CUST-0160,156,491.19,76625.64,2025-12-21,Wire Transfer,WH-EAST-02,High
ORD-00625,GoPro HERO12 Black,CUST-0027,119,374.84,44605.96,2025-08-11,Cash on Delivery,WH-EAST-02,Medium
ORD-00626,Corsair RM850x PSU,CUST-0099,132,164.05,21654.6,2024-03-05,Purchase Order,WH-EAST-02,Low
ORD-00627,AMD Ryzen 9 7950X,CUST-0128,186,206.77,38459.22,2024-10-29,Credit Card,WH-CENTRAL-02,High
ORD-00628,Kindle Paperwhite,CUST-0165,51,426.0,21726.0,2025-01-06,Wire Transfer,WH-EAST-01,Medium
ORD-00629,Sony WH-1000XM5,CUST-0226,79,155.45,12280.55,2024-03-01,Cash on Delivery,WH-EAST-02,Low
ORD-00630,Asus ROG Zephyrus G14,CUST-0209,158,499.91,78985.78,2024-02-18,Purchase Order,WH-INTL-02,High
ORD-00631,Sony WH-1000XM5,CUST-0209,197,163.3,32170.1,2025-11-10,Net 30,WH-WEST-02,High
ORD-00632,Razer DeathAdder V3,CUST-0095,78,68.64,5353.92,2024-11-29,Cash on Delivery,WH-INTL-02,Low
ORD-00633,MacBook Pro 14,CUST-0137,105,469.99,49348.95,2024-05-24,Purchase Order,WH-WEST-01,Low
ORD-00634,Samsung Galaxy S24,CUST-0053,79,345.37,27284.23,2025-03-02,Credit Card,WH-SOUTH-01,Low
ORD-00635,Samsung 990 PRO NVMe,CUST-0195,192,197.4,37900.8,2025-12-12,Cash on Delivery,WH-EAST-02,Low
ORD-00636,MacBook Pro 14,CUST-0270,193,445.21,85925.53,2024-03-01,Wire Transfer,WH-WEST-01,High
ORD-00637,Razer DeathAdder V3,CUST-0073,190,70.51,13396.9,2024-05-17,Net 30,WH-INTL-01,Medium
ORD-00638,Dell XPS 15,CUST-0256,176,51.02,8979.52,2024-06-04,Purchase Order,WH-SOUTH-01,Medium
ORD-00639,Bose QuietComfort Ultra,CUST-0196,98,419.47,41108.06,2025-10-27,Wire Transfer,WH-EAST-01,Medium
ORD-00640,Dell XPS 15,CUST-0045,70,253.32,17732.4,2025-10-08,Credit Card,WH-EAST-01,High
ORD-00641,Dell XPS 15,CUST-0181,59,78.18,4612.62,2025-08-05,Net 30,WH-WEST-01,Medium
ORD-00642,Apple Watch Series 9,CUST-0104,161,233.37,37572.57,2025-07-18,Wire Transfer,WH-WEST-01,Low
ORD-00643,Samsung Galaxy S24,CUST-0137,166,333.89,55425.74,2024-02-17,Cash on Delivery,WH-CENTRAL-02,Critical
ORD-00644,Razer DeathAdder V3,CUST-0238,66,404.48,26695.68,2024-05-11,Credit Card,WH-WEST-01,High
ORD-00645,Nintendo Switch OLED,CUST-0023,76,173.99,13223.24,2024-03-31,Purchase Order,WH-INTL-01,Low
ORD-00646,NVIDIA RTX 4090,CUST-0205,38,457.63,17389.94,2025-12-24,Credit Card,WH-SOUTH-01,Low
ORD-00647,Dell XPS 15,CUST-0094,142,24.05,3415.1,2024-10-21,Purchase Order,WH-EAST-01,Critical
ORD-00648,Samsung Odyssey G9,CUST-0231,77,444.34,34214.18,2025-01-02,Net 30,WH-INTL-02,High
ORD-00649,Samsung Odyssey G9,CUST-0043,184,293.99,54094.16,2024-02-12,Cash on Delivery,WH-INTL-02,High
ORD-00650,Samsung Odyssey G9,CUST-0105,101,481.84,48665.84,2025-03-22,Credit Card,WH-EAST-02,Critical
ORD-00651,Sony PlayStation 5,CUST-0069,161,422.09,67956.49,2024-12-03,Wire Transfer,WH-INTL-01,Critical
ORD-00652,Sony WH-1000XM5,CUST-0196,131,464.11,60798.41,2025-06-27,Purchase Order,WH-SOUTH-01,Medium
ORD-00653,Secretlab Titan EVO,CUST-0214,53,200.78,10641.34,2024-03-16,Wire Transfer,WH-WEST-01,Low
