inventory_id,product_id,product_name,category,warehouse_id,supplier_id,quantity_on_hand,reorder_point,unit_price,last_restock_date,stock_status
INV-00380,NZXT Kraken Elite,NZXT Kraken Elite,Electrical,WH-EAST-02,SUP-0080,1459,423,97.22,2025-04-19,In Stock
INV-00381,GoPro HERO12 Black,GoPro HERO12 Black,Packaging,WH-EAST-01,SUP-0155,1596,111,154.06,2025-08-10,In Stock
INV-00382,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Sensors,WH-SOUTH-01,SUP-0136,1011,443,404.03,2025-12-11,In Stock
INV-00383,Sony PlayStation 5,Sony PlayStation 5,Electronics,WH-WEST-02,SUP-0032,4049,134,103.07,2025-09-29,In Stock
INV-00384,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Electrical,WH-INTL-01,SUP-0199,2875,413,198.43,2024-01-28,In Stock
INV-00385,Kindle Paperwhite,Kindle Paperwhite,Safety Equipment,WH-WEST-02,SUP-0089,1527,344,68.27,2025-01-17,In Stock
INV-00386,Kindle Paperwhite,Kindle Paperwhite,Sensors,WH-WEST-02,SUP-0038,2885,473,88.64,2025-10-17,In Stock
INV-00387,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Sensors,WH-INTL-01,SUP-0155,3626,166,305.92,2024-01-02,In Stock
INV-00388,Keychron Q1 Pro,Keychron Q1 Pro,Safety Equipment,WH-WEST-02,SUP-0091,2978,486,116.62,2024-08-20,In Stock
INV-00389,AirPods Pro Gen 2,AirPods Pro Gen 2,Raw Materials,WH-EAST-01,SUP-0121,3496,94,201.56,2024-02-20,In Stock
INV-00390,LG C3 OLED TV,LG C3 OLED TV,Electrical,WH-SOUTH-01,SUP-0156,3761,73,251.43,2024-05-03,In Stock
INV-00391,Razer DeathAdder V3,Razer DeathAdder V3,Electrical,WH-WEST-02,SUP-0098,4142,463,24.09,2024-01-15,In Stock
INV-00392,Google Pixel 8 Pro,Google Pixel 8 Pro,Packaging,WH-EAST-02,SUP-0091,1021,129,324.18,2025-07-20,In Stock
INV-00393,Samsung Odyssey G9,Samsung Odyssey G9,Electrical,WH-EAST-02,SUP-0127,4573,397,334.78,2025-10-07,In Stock
INV-00394,AirPods Pro Gen 2,AirPods Pro Gen 2,Assemblies,WH-SOUTH-01,SUP-0123,2147,323,104.15,2025-03-29,In Stock
INV-00395,Razer DeathAdder V3,Razer DeathAdder V3,Electrical,WH-WEST-02,SUP-0056,2151,117,491.17,2024-06-05,In Stock
INV-00396,Dell XPS 15,Dell XPS 15,Electronics,WH-EAST-02,SUP-0194,1322,414,305.68,2024-09-16,In Stock
INV-00397,Dell XPS 15,Dell XPS 15,Electrical,WH-WEST-01,SUP-0046,2835,336,368.45,2024-12-28,In Stock
INV-00398,Sony WH-1000XM5,Sony WH-1000XM5,Electrical,WH-INTL-02,SUP-0087,468,243,109.48,2025-11-02,In Stock
INV-00399,Samsung Galaxy S24,Samsung Galaxy S24,Safety Equipment,WH-WEST-02,SUP-0018,3191,174,428.27,2024-04-27,In Stock
INV-00400,LG C3 OLED TV,LG C3 OLED TV,Packaging,WH-NORTH-01,SUP-0071,454,189,56.75,2024-08-29,In Stock
INV-00401,Apple iPhone 15,Apple iPhone 15,Raw Materials,WH-WEST-02,SUP-0144,3977,392,475.14,2024-05-04,In Stock
INV-00402,DJI Mini 4 Pro,DJI Mini 4 Pro,Electrical,WH-EAST-01,SUP-0169,4601,215,40.51,2025-01-29,In Stock
INV-00403,MacBook Pro 14,MacBook Pro 14,Electronics,WH-INTL-01,SUP-0074,3287,388,333.67,2024-08-22,In Stock
INV-00404,Echo Dot 5th Gen,Echo Dot 5th Gen,Raw Materials,WH-SOUTH-01,SUP-0017,3879,386,160.35,2024-10-10,In Stock
INV-00405,Corsair RM850x PSU,Corsair RM850x PSU,Raw Materials,WH-CENTRAL-02,SUP-0065,3900,73,286.5,2024-06-27,In Stock
INV-00406,Secretlab Titan EVO,Secretlab Titan EVO,Mechanical,WH-SOUTH-01,SUP-0185,551,238,137.5,2024-03-20,In Stock
INV-00407,Echo Dot 5th Gen,Echo Dot 5th Gen,Packaging,WH-CENTRAL-01,SUP-0005,2803,218,286.94,2025-11-17,In Stock
INV-00408,Sony PlayStation 5,Sony PlayStation 5,Packaging,WH-INTL-02,SUP-0055,4720,419,297.51,2025-04-06,In Stock
INV-00409,LG C3 OLED TV,LG C3 OLED TV,Electrical,WH-EAST-01,SUP-0123,4068,233,402.7,2024-05-20,In Stock
INV-00410,Apple iPhone 15,Apple iPhone 15,Packaging,WH-WEST-01,SUP-0171,2077,136,12.38,2025-09-29,In Stock
INV-00411,NZXT Kraken Elite,NZXT Kraken Elite,Electrical,WH-EAST-02,SUP-0039,4064,99,157.2,2024-07-25,In Stock
INV-00412,Echo Dot 5th Gen,Echo Dot 5th Gen,Packaging,WH-INTL-02,SUP-0104,1995,434,234.06,2025-08-03,In Stock
INV-00413,DJI Mini 4 Pro,DJI Mini 4 Pro,Electronics,WH-INTL-02,SUP-0134,3718,257,239.91,2024-03-16,In Stock
INV-00414,MacBook Pro 14,MacBook Pro 14,Safety Equipment,WH-WEST-02,SUP-0021,3492,301,399.96,2024-07-08,In Stock
INV-00415,Dell XPS 15,Dell XPS 15,Packaging,WH-EAST-01,SUP-0118,3586,383,479.78,2025-12-13,In Stock
INV-00416,Echo Dot 5th Gen,Echo Dot 5th Gen,Safety Equipment,WH-INTL-01,SUP-0108,4345,323,179.45,2025-10-14,In Stock
INV-00417,Secretlab Titan EVO,Secretlab Titan EVO,Assemblies,WH-WEST-02,SUP-0030,1703,373,303.3,2025-10-07,In Stock
INV-00418,Razer DeathAdder V3,Razer DeathAdder V3,Assemblies,WH-WEST-02,SUP-0008,3131,218,477.14,2025-11-19,In Stock
INV-00419,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Raw Materials,WH-WEST-01,SUP-0060,4736,376,66.72,2024-02-16,In Stock
INV-00420,MacBook Pro 14,MacBook Pro 14,Mechanical,WH-CENTRAL-02,SUP-0007,991,350,388.42,2025-05-12,In Stock
INV-00421,Corsair RM850x PSU,Corsair RM850x PSU,Assemblies,WH-INTL-02,SUP-0164,3097,189,230.77,2024-10-17,In Stock
INV-00422,Google Pixel 8 Pro,Google Pixel 8 Pro,Electronics,WH-EAST-01,SUP-0036,56,414,213.33,2025-07-28,Low Stock
INV-00423,iPad Pro 12.9,iPad Pro 12.9,Assemblies,WH-INTL-01,SUP-0171,3241,206,382.45,2025-05-23,In Stock
INV-00424,Sony WH-1000XM5,Sony WH-1000XM5,Safety Equipment,WH-INTL-02,SUP-0116,2439,343,462.06,2024-04-01,In Stock
INV-00425,AirPods Pro Gen 2,AirPods Pro Gen 2,Raw Materials,WH-SOUTH-01,SUP-0177,1649,247,495.35,2024-09-20,In Stock
INV-00426,NZXT Kraken Elite,NZXT Kraken Elite,Electronics,WH-SOUTH-01,SUP-0063,2708,66,179.74,2025-12-16,In Stock
INV-00427,Samsung Odyssey G9,Samsung Odyssey G9,Electronics,WH-INTL-02,SUP-0190,3852,151,196.13,2024-10-05,In Stock
INV-00428,Echo Dot 5th Gen,Echo Dot 5th Gen,Electrical,WH-NORTH-01,SUP-0113,3494,365,44.14,2025-10-12,In Stock
INV-00429,Echo Dot 5th Gen,Echo Dot 5th Gen,Packaging,WH-WEST-02,SUP-0083,2933,120,106.91,2025-12-12,In Stock
INV-00430,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Electronics,WH-WEST-01,SUP-0095,4862,288,178.13,2024-06-14,In Stock
INV-00431,Xbox Series X,Xbox Series X,Packaging,WH-WEST-02,SUP-0110,1319,286,153.36,2024-03-21,In Stock
INV-00432,NZXT Kraken Elite,NZXT Kraken Elite,Assemblies,WH-INTL-01,SUP-0159,2572,364,425.72,2025-08-06,In Stock
INV-00433,Razer DeathAdder V3,Razer DeathAdder V3,Packaging,WH-CENTRAL-02,SUP-0073,2747,363,209.9,2025-03-21,In Stock
INV-00434,Samsung Odyssey G9,Samsung Odyssey G9,Assemblies,WH-CENTRAL-01,SUP-0191,2445,219,114.6,2025-12-27,In Stock
INV-00435,Logitech MX Master 3S,Logitech MX Master 3S,Assemblies,WH-INTL-02,SUP-0032,597,455,200.78,2025-09-09,In Stock
INV-00436,Echo Dot 5th Gen,Echo Dot 5th Gen,Sensors,WH-CENTRAL-01,SUP-0071,2003,435,291.27,2024-10-18,In Stock
INV-00437,Samsung Odyssey G9,Samsung Odyssey G9,Packaging,WH-CENTRAL-01,SUP-0005,4709,188,265.28,2025-11-23,In Stock
INV-00438,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Electrical,WH-WEST-02,SUP-0013,4598,137,298.69,2025-05-27,In Stock
INV-00439,AirPods Pro Gen 2,AirPods Pro Gen 2,Safety Equipment,WH-WEST-02,SUP-0148,1051,359,336.16,2025-06-29,In Stock
INV-00440,DJI Mini 4 Pro,DJI Mini 4 Pro,Assemblies,WH-EAST-02,SUP-0064,4279,348,83.06,2024-01-09,In Stock
INV-00441,Elgato Stream Deck,Elgato Stream Deck,Electrical,WH-EAST-01,SUP-0177,4677,278,90.8,2025-05-05,In Stock
INV-00442,Razer DeathAdder V3,Razer DeathAdder V3,Raw Materials,WH-CENTRAL-01,SUP-0133,355,295,177.14,2024-10-20,In Stock
INV-00443,DJI Mini 4 Pro,DJI Mini 4 Pro,Raw Materials,WH-NORTH-01,SUP-0150,3381,239,70.3,2024-05-08,In Stock
INV-00444,Samsung Galaxy S24,Samsung Galaxy S24,Electronics,WH-CENTRAL-01,SUP-0072,2002,55,285.51,2024-11-07,In Stock
INV-00445,Sony WH-1000XM5,Sony WH-1000XM5,Sensors,WH-INTL-02,SUP-0014,525,125,412.37,2024-05-24,In Stock
INV-00446,Elgato Stream Deck,Elgato Stream Deck,Electrical,WH-EAST-02,SUP-0053,2914,104,368.25,2025-04-17,In Stock
INV-00447,NVIDIA RTX 4090,NVIDIA RTX 4090,Raw Materials,WH-INTL-01,SUP-0181,3223,492,299.48,2024-07-13,In Stock
INV-00448,NVIDIA RTX 4090,NVIDIA RTX 4090,Safety Equipment,WH-EAST-01,SUP-0143,4770,222,470.26,2024-03-21,In Stock
INV-00449,Secretlab Titan EVO,Secretlab Titan EVO,Sensors,WH-EAST-02,SUP-0067,4699,362,354.38,2025-07-19,In Stock
INV-00450,Keychron Q1 Pro,Keychron Q1 Pro,Raw Materials,WH-SOUTH-01,SUP-0100,1549,182,114.54,2024-03-15,In Stock
INV-00451,Samsung Odyssey G9,Samsung Odyssey G9,Raw Materials,WH-EAST-01,SUP-0053,4440,331,151.83,2024-07-06,In Stock
INV-00452,Apple Watch Series 9,Apple Watch Series 9,Electrical,WH-EAST-01,SUP-0064,3337,130,101.48,2025-04-13,In Stock
INV-00453,Keychron Q1 Pro,Keychron Q1 Pro,Packaging,WH-WEST-02,SUP-0168,1500,185,58.35,2024-11-04,In Stock
INV-00454,Samsung Odyssey G9,Samsung Odyssey G9,Packaging,WH-INTL-01,SUP-0190,3692,415,348.11,2025-11-04,In Stock
INV-00455,Sony WH-1000XM5,Sony WH-1000XM5,Electronics,WH-EAST-01,SUP-0142,4425,475,396.78,2025-10-28,In Stock
INV-00456,NVIDIA RTX 4090,NVIDIA RTX 4090,Assemblies,WH-SOUTH-01,SUP-0193,1153,341,293.37,2024-02-21,In Stock
INV-00457,Dell XPS 15,Dell XPS 15,Safety Equipment,WH-NORTH-01,SUP-0074,734,381,36.88,2024-09-26,In Stock
INV-00458,Apple Watch Series 9,Apple Watch Series 9,Sensors,WH-CENTRAL-02,SUP-0015,307,204,81.81,2025-07-03,In Stock
INV-00459,Corsair RM850x PSU,Corsair RM850x PSU,Electrical,WH-WEST-01,SUP-0144,3003,74,306.7,2024-10-14,In Stock
INV-00460,AirPods Pro Gen 2,AirPods Pro Gen 2,Electrical,WH-NORTH-01,SUP-0193,3201,223,171.7,2024-06-12,In Stock
INV-00461,Apple Watch Series 9,Apple Watch Series 9,Electrical,WH-INTL-02,SUP-0060,1646,118,9.61,2024-01-17,In Stock
INV-00462,Dell XPS 15,Dell XPS 15,Mechanical,WH-WEST-02,SUP-0053,2704,255,439.52,2024-08-23,In Stock
INV-00463,Apple iPhone 15,Apple iPhone 15,Assemblies,WH-SOUTH-01,SUP-0120,1797,151,223.28,2025-12-09,In Stock
INV-00464,Nintendo Switch OLED,Nintendo Switch OLED,Safety Equipment,WH-CENTRAL-02,SUP-0003,3504,451,221.58,2025-03-13,In Stock
INV-00465,Dell XPS 15,Dell XPS 15,Raw Materials,WH-CENTRAL-02,SUP-0064,3918,362,449.83,2024-02-28,In Stock
INV-00466,MacBook Pro 14,MacBook Pro 14,Raw Materials,WH-WEST-02,SUP-0015,2277,378,43.73,2024-06-26,In Stock
INV-00467,Secretlab Titan EVO,Secretlab Titan EVO,Assemblies,WH-NORTH-01,SUP-0044,1890,426,121.32,2024-08-09,In Stock
INV-00468,Logitech MX Master 3S,Logitech MX Master 3S,Electrical,WH-INTL-01,SUP-0076,1079,73,231.93,2025-08-18,In Stock
INV-00469,Corsair RM850x PSU,Corsair RM850x PSU,Safety Equipment,WH-WEST-01,SUP-0042,134,96,332.65,2024-05-15,In Stock
INV-00470,Keychron Q1 Pro,Keychron Q1 Pro,Electronics,WH-NORTH-01,SUP-0185,426,241,209.73,2024-09-22,In Stock
INV-00471,GoPro HERO12 Black,GoPro HERO12 Black,Mechanical,WH-NORTH-01,SUP-0165,4476,286,319.85,2025-05-22,In Stock
INV-00472,NVIDIA RTX 4090,NVIDIA RTX 4090,Mechanical,WH-INTL-02,SUP-0154,2133,261,468.18,2024-07-06,In Stock
INV-00473,Secretlab Titan EVO,Secretlab Titan EVO,Packaging,WH-CENTRAL-02,SUP-0164,2160,75,273.1,2025-07-03,In Stock
INV-00474,NZXT Kraken Elite,NZXT Kraken Elite,Safety Equipment,WH-WEST-01,SUP-0087,3610,128,255.37,2024-03-06,In Stock
INV-00475,MacBook Pro 14,MacBook Pro 14,Electronics,WH-INTL-02,SUP-0177,1274,212,174.9,2025-02-07,In Stock
INV-00476,Razer DeathAdder V3,Razer DeathAdder V3,Assemblies,WH-INTL-01,SUP-0186,4372,194,371.05,2024-09-10,In Stock
INV-00477,Google Pixel 8 Pro,Google Pixel 8 Pro,Sensors,WH-NORTH-01,SUP-0147,2040,371,385.86,2024-03-19,In Stock
INV-00478,Corsair RM850x PSU,Corsair RM850x PSU,Electrical,WH-EAST-02,SUP-0023,1526,101,489.77,2024-05-02,In Stock
INV-00479,Xbox Series X,Xbox Series X,Electronics,WH-WEST-02,SUP-0179,3751,312,176.59,2025-12-05,In Stock
INV-00480,LG C3 OLED TV,LG C3 OLED TV,Electronics,WH-EAST-02,SUP-0117,3407,463,428.25,2025-05-11,In Stock
INV-00481,Keychron Q1 Pro,Keychron Q1 Pro,Sensors,WH-INTL-02,SUP-0039,295,458,179.5,2025-08-24,Low Stock
INV-00482,Kindle Paperwhite,Kindle Paperwhite,Raw Materials,WH-WEST-01,SUP-0154,2062,405,162.58,2024-04-22,In Stock
INV-00483,Google Pixel 8 Pro,Google Pixel 8 Pro,Electrical,WH-WEST-01,SUP-0127,835,138,472.95,2024-09-17,In Stock
INV-00484,Samsung Odyssey G9,Samsung Odyssey G9,Safety Equipment,WH-WEST-01,SUP-0042,1804,335,15.62,2024-10-23,In Stock
INV-00485,Dell XPS 15,Dell XPS 15,Packaging,WH-WEST-01,SUP-0097,1182,107,341.17,2025-12-02,In Stock
INV-00486,Corsair RM850x PSU,Corsair RM850x PSU,Packaging,WH-WEST-02,SUP-0050,2135,352,371.32,2024-01-02,In Stock
INV-00487,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Sensors,WH-WEST-02,SUP-0075,4420,468,150.74,2025-03-29,In Stock
INV-00488,Elgato Stream Deck,Elgato Stream Deck,Safety Equipment,WH-INTL-01,SUP-0154,151,206,292.15,2024-12-04,Low Stock
INV-00489,Apple iPhone 15,Apple iPhone 15,Electronics,WH-WEST-01,SUP-0003,2219,287,430.79,2025-09-20,In Stock
INV-00490,GoPro HERO12 Black,GoPro HERO12 Black,Raw Materials,WH-EAST-02,SUP-0157,3092,442,384.21,2024-11-16,In Stock
INV-00491,Apple Watch Series 9,Apple Watch Series 9,Assemblies,WH-INTL-02,SUP-0180,3671,304,452.37,2025-02-10,In Stock
INV-00492,AirPods Pro Gen 2,AirPods Pro Gen 2,Raw Materials,WH-SOUTH-01,SUP-0060,1713,131,137.66,2025-04-08,In Stock
INV-00493,Secretlab Titan EVO,Secretlab Titan EVO,Raw Materials,WH-WEST-01,SUP-0041,4079,292,456.46,2025-08-03,In Stock
INV-00494,Dell XPS 15,Dell XPS 15,Mechanical,WH-SOUTH-01,SUP-0090,143,264,273.65,2024-05-25,Low Stock
INV-00495,Corsair RM850x PSU,Corsair RM850x PSU,Electronics,WH-CENTRAL-02,SUP-0147,4952,118,363.94,2024-06-10,In Stock
INV-00496,Dell XPS 15,Dell XPS 15,Mechanical,WH-EAST-02,SUP-0083,4853,196,462.41,2025-02-24,In Stock
INV-00497,Apple Watch Series 9,Apple Watch Series 9,Raw Materials,WH-CENTRAL-02,SUP-0194,344,127,334.1,2025-08-18,In Stock
INV-00498,Sony WH-1000XM5,Sony WH-1000XM5,Sensors,WH-NORTH-01,SUP-0172,1905,273,361.5,2024-06-06,In Stock
INV-00499,DJI Mini 4 Pro,DJI Mini 4 Pro,Assemblies,WH-WEST-01,SUP-0011,3347,138,218.57,2024-03-18,In Stock
INV-00500,NVIDIA RTX 4090,NVIDIA RTX 4090,Electronics,WH-INTL-01,SUP-0087,2123,369,53.06,2024-07-28,In Stock
INV-00501,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Electronics,WH-EAST-01,SUP-0070,876,164,289.08,2024-08-17,In Stock
INV-00502,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Mechanical,WH-WEST-01,SUP-0039,1286,82,51.71,2024-06-26,In Stock
INV-00503,Corsair RM850x PSU,Corsair RM850x PSU,Assemblies,WH-INTL-01,SUP-0170,624,240,456.29,2024-04-25,In Stock
INV-00504,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Electrical,WH-SOUTH-01,SUP-0140,3051,325,211.49,2025-05-26,In Stock
INV-00505,Sony WH-1000XM5,Sony WH-1000XM5,Mechanical,WH-INTL-02,SUP-0029,2440,54,267.76,2024-09-25,In Stock
INV-00506,LG C3 OLED TV,LG C3 OLED TV,Packaging,WH-CENTRAL-01,SUP-0079,4401,79,376.29,2025-11-20,In Stock
INV-00507,Apple iPhone 15,Apple iPhone 15,Packaging,WH-WEST-01,SUP-0146,348,456,464.39,2025-05-24,Low Stock
INV-00508,iPad Pro 12.9,iPad Pro 12.9,Sensors,WH-CENTRAL-02,SUP-0134,4296,295,167.01,2025-02-01,In Stock
INV-00509,DJI Mini 4 Pro,DJI Mini 4 Pro,Packaging,WH-CENTRAL-01,SUP-0199,3290,194,373.95,2025-09-02,In Stock
INV-00510,AirPods Pro Gen 2,AirPods Pro Gen 2,Assemblies,WH-WEST-01,SUP-0029,1059,161,307.2,2025-03-22,In Stock
INV-00511,Corsair RM850x PSU,Corsair RM850x PSU,Mechanical,WH-WEST-02,SUP-0047,1186,141,13.47,2025-12-07,In Stock
INV-00512,Sony PlayStation 5,Sony PlayStation 5,Electrical,WH-INTL-02,SUP-0065,372,195,268.29,2024-04-25,In Stock
INV-00513,Keychron Q1 Pro,Keychron Q1 Pro,Mechanical,WH-EAST-02,SUP-0121,3978,311,432.04,2025-04-02,In Stock
INV-00514,Dell XPS 15,Dell XPS 15,Assemblies,WH-INTL-02,SUP-0177,3328,351,265.79,2025-10-29,In Stock
INV-00515,MacBook Pro 14,MacBook Pro 14,Sensors,WH-EAST-02,SUP-0189,4208,407,277.03,2024-02-28,In Stock
INV-00516,Samsung Odyssey G9,Samsung Odyssey G9,Packaging,WH-EAST-01,SUP-0189,3538,266,345.65,2024-06-21,In Stock
INV-00517,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Electronics,WH-CENTRAL-02,SUP-0051,17,81,375.26,2025-07-06,Low Stock
INV-00518,NVIDIA RTX 4090,NVIDIA RTX 4090,Packaging,WH-WEST-02,SUP-0025,1584,328,6.91,2025-10-08,In Stock
INV-00519,Samsung Galaxy S24,Samsung Galaxy S24,Electrical,WH-CENTRAL-01,SUP-0063,2675,464,443.72,2024-08-28,In Stock
INV-00520,LG C3 OLED TV,LG C3 OLED TV,Electrical,WH-SOUTH-01,SUP-0158,15,231,89.6,2025-08-01,Low Stock
INV-00521,Razer DeathAdder V3,Razer DeathAdder V3,Safety Equipment,WH-SOUTH-01,SUP-0137,511,80,350.27,2024-06-16,In Stock
INV-00522,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Packaging,WH-WEST-02,SUP-0059,3746,437,92.77,2025-07-23,In Stock
INV-00523,Elgato Stream Deck,Elgato Stream Deck,Packaging,WH-WEST-02,SUP-0055,1694,496,408.21,2025-02-21,In Stock
INV-00524,Elgato Stream Deck,Elgato Stream Deck,Raw Materials,WH-EAST-02,SUP-0162,682,308,481.92,2025-02-16,In Stock
INV-00525,MacBook Pro 14,MacBook Pro 14,Mechanical,WH-WEST-02,SUP-0112,3257,282,278.31,2024-04-21,In Stock
INV-00526,Apple iPhone 15,Apple iPhone 15,Electrical,WH-INTL-01,SUP-0041,609,147,104.56,2024-08-19,In Stock
INV-00527,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Mechanical,WH-INTL-01,SUP-0131,4987,128,366.89,2024-08-17,In Stock
INV-00528,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Mechanical,WH-INTL-01,SUP-0123,1530,286,166.06,2025-12-18,In Stock
INV-00529,Apple iPhone 15,Apple iPhone 15,Safety Equipment,WH-SOUTH-01,SUP-0025,3326,296,327.07,2025-03-08,In Stock
INV-00530,Razer DeathAdder V3,Razer DeathAdder V3,Electrical,WH-EAST-01,SUP-0163,3032,472,449.93,2025-07-05,In Stock
INV-00531,Xbox Series X,Xbox Series X,Assemblies,WH-WEST-02,SUP-0198,822,488,42.15,2024-05-10,In Stock
INV-00532,iPad Pro 12.9,iPad Pro 12.9,Packaging,WH-EAST-02,SUP-0118,4970,277,459.52,2025-12-12,In Stock
INV-00533,Nintendo Switch OLED,Nintendo Switch OLED,Packaging,WH-INTL-02,SUP-0137,2886,353,323.41,2025-07-08,In Stock
INV-00534,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Safety Equipment,WH-WEST-01,SUP-0189,2448,229,339.4,2024-06-03,In Stock
INV-00535,Bose QuietComfort Ultra,Bose QuietComfort Ultra,Raw Materials,WH-SOUTH-01,SUP-0137,3201,242,195.31,2024-06-23,In Stock
INV-00536,Kindle Paperwhite,Kindle Paperwhite,Mechanical,WH-WEST-01,SUP-0083,2899,344,226.87,2024-11-11,In Stock
INV-00537,Kindle Paperwhite,Kindle Paperwhite,Electrical,WH-CENTRAL-02,SUP-0084,4155,353,115.64,2024-10-06,In Stock
INV-00538,GoPro HERO12 Black,GoPro HERO12 Black,Electronics,WH-NORTH-01,SUP-0189,3564,371,152.44,2024-05-19,In Stock
INV-00539,Echo Dot 5th Gen,Echo Dot 5th Gen,Safety Equipment,WH-CENTRAL-01,SUP-0161,4979,61,240.21,2025-09-24,In Stock
INV-00540,AirPods Pro Gen 2,AirPods Pro Gen 2,Assemblies,WH-EAST-02,SUP-0196,3465,352,221.75,2025-09-25,In Stock
INV-00541,Sony WH-1000XM5,Sony WH-1000XM5,Electronics,WH-INTL-01,SUP-0153,3968,61,231.36,2025-12-03,In Stock
INV-00542,GoPro HERO12 Black,GoPro HERO12 Black,Raw Materials,WH-INTL-02,SUP-0147,4079,180,145.69,2024-10-09,In Stock
INV-00543,Sony PlayStation 5,Sony PlayStation 5,Assemblies,WH-EAST-02,SUP-0106,4170,149,233.71,2024-10-22,In Stock
INV-00544,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Raw Materials,WH-WEST-02,SUP-0103,3754,315,367.87,2025-07-03,In Stock
INV-00545,Corsair RM850x PSU,Corsair RM850x PSU,Packaging,WH-CENTRAL-01,SUP-0199,4368,104,294.22,2024-01-29,In Stock
INV-00546,Logitech MX Master 3S,Logitech MX Master 3S,Electronics,WH-INTL-02,SUP-0043,2375,211,333.13,2025-06-11,In Stock
INV-00547,Corsair RM850x PSU,Corsair RM850x PSU,Electronics,WH-CENTRAL-02,SUP-0044,3231,498,63.54,2024-02-02,In Stock
INV-00548,MacBook Pro 14,MacBook Pro 14,Safety Equipment,WH-EAST-01,SUP-0102,3264,121,203.11,2025-07-20,In Stock
INV-00549,Kindle Paperwhite,Kindle Paperwhite,Electrical,WH-CENTRAL-01,SUP-0137,501,59,417.61,2025-01-02,In Stock
INV-00550,Xbox Series X,Xbox Series X,Sensors,WH-EAST-01,SUP-0143,855,444,439.24,2025-08-09,In Stock
INV-00551,LG C3 OLED TV,LG C3 OLED TV,Electronics,WH-CENTRAL-02,SUP-0124,1556,497,156.04,2025-07-07,In Stock
INV-00552,LG C3 OLED TV,LG C3 OLED TV,Safety Equipment,WH-CENTRAL-01,SUP-0191,1941,366,497.45,2025-07-20,In Stock
INV-00553,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Sensors,WH-EAST-01,SUP-0039,3407,493,463.1,2025-04-02,In Stock
INV-00554,Corsair RM850x PSU,Corsair RM850x PSU,Electronics,WH-EAST-01,SUP-0055,3035,56,27.73,2024-12-19,In Stock
INV-00555,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Packaging,WH-EAST-02,SUP-0152,3197,439,444.86,2025-09-02,In Stock
INV-00556,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Raw Materials,WH-SOUTH-01,SUP-0075,1665,58,53.06,2024-09-24,In Stock
INV-00557,Razer DeathAdder V3,Razer DeathAdder V3,Safety Equipment,WH-INTL-01,SUP-0171,4631,148,423.11,2024-10-28,In Stock
INV-00558,AirPods Pro Gen 2,AirPods Pro Gen 2,Electronics,WH-INTL-01,SUP-0195,3676,341,242.53,2024-01-20,In Stock
INV-00559,DJI Mini 4 Pro,DJI Mini 4 Pro,Safety Equipment,WH-WEST-01,SUP-0107,969,321,439.7,2024-02-05,In Stock
INV-00560,Apple iPhone 15,Apple iPhone 15,Sensors,WH-SOUTH-01,SUP-0096,925,373,444.84,2024-05-05,In Stock
INV-00561,Samsung Galaxy S24,Samsung Galaxy S24,Assemblies,WH-CENTRAL-01,SUP-0065,1891,188,70.11,2025-09-01,In Stock
INV-00562,Samsung Galaxy S24,Samsung Galaxy S24,Assemblies,WH-CENTRAL-02,SUP-0109,3222,297,281.52,2025-02-14,In Stock
INV-00563,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Assemblies,WH-EAST-01,SUP-0097,3065,134,75.17,2024-05-09,In Stock
INV-00564,Nintendo Switch OLED,Nintendo Switch OLED,Packaging,WH-NORTH-01,SUP-0036,2650,226,161.14,2025-03-11,In Stock
INV-00565,Razer DeathAdder V3,Razer DeathAdder V3,Electrical,WH-EAST-02,SUP-0156,1460,144,8.92,2024-08-29,In Stock
INV-00566,Apple Watch Series 9,Apple Watch Series 9,Electronics,WH-CENTRAL-01,SUP-0128,2415,275,157.12,2025-02-02,In Stock
INV-00567,Keychron Q1 Pro,Keychron Q1 Pro,Raw Materials,WH-CENTRAL-02,SUP-0153,4433,197,115.3,2025-03-23,In Stock
INV-00568,NVIDIA RTX 4090,NVIDIA RTX 4090,Sensors,WH-INTL-01,SUP-0058,1398,99,159.71,2025-05-15,In Stock
INV-00569,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Assemblies,WH-CENTRAL-02,SUP-0187,670,120,177.11,2024-04-14,In Stock
