shipment_id,order_id,supplier_id,ship_date,estimated_delivery,actual_delivery,delivery_status,delivery_delay_days,carrier,shipping_cost
SHP-00518,ORD-00442,SUP-0065,2025-02-05,2025-02-11,,Pending,,BlueDart,206.81
SHP-00519,ORD-01154,SUP-0065,2025-03-04,2025-03-07,,Cancelled,,BlueDart,43.3
SHP-00520,ORD-01450,SUP-0039,2024-01-08,2024-01-17,2024-01-24,Delivered,7,BlueDart,230.36
SHP-00521,ORD-00905,SUP-0082,2025-02-11,2025-02-16,,Cancelled,,BlueDart,118.14
SHP-00522,ORD-00097,SUP-0140,2025-10-04,2025-10-13,,Cancelled,,Ecom Express,168.82
SHP-00523,ORD-00218,SUP-0049,2024-02-27,2024-03-03,,Cancelled,,Shadowfax,188.9
SHP-00524,ORD-00447,SUP-0012,2024-02-10,2024-02-12,2024-02-18,Delivered,6,Delhivery,168.07
SHP-00525,ORD-00434,SUP-0132,2025-10-11,2025-10-18,,In Transit,,Safexpress,215.81
SHP-00526,ORD-01322,SUP-0073,2025-05-02,2025-05-09,,Delayed,,Xpressbees,95.57
SHP-00527,ORD-00847,SUP-0142,2024-05-03,2024-05-07,,Delayed,,Safexpress,80.72
SHP-00528,ORD-00948,SUP-0071,2025-10-31,2025-11-05,2025-11-06,Delivered,1,DTDC,108.18
SHP-00529,ORD-00444,SUP-0074,2024-08-13,2024-08-26,,In Transit,,DTDC,97.74
SHP-00530,ORD-01329,SUP-0136,2025-11-17,2025-12-02,,Delayed,,Ecom Express,234.88
SHP-00531,ORD-00134,SUP-0106,2024-12-08,2024-12-21,,Pending,,Safexpress,54.17
SHP-00532,ORD-00248,SUP-0053,2025-04-21,2025-04-30,,Pending,,Ecom Express,243.35
SHP-00533,ORD-00140,SUP-0187,2025-06-11,2025-06-14,,Pending,,DTDC,248.14
SHP-00534,ORD-00811,SUP-0181,2025-08-05,2025-08-12,,Delayed,,DTDC,143.75
SHP-00535,ORD-01188,SUP-0106,2025-02-22,2025-03-08,,Pending,,Delhivery,15.23
SHP-00536,ORD-01312,SUP-0191,2024-08-22,2024-08-31,,In Transit,,Ecom Express,42.59
SHP-00537,ORD-01167,SUP-0066,2025-02-08,2025-02-18,,Pending,,Safexpress,39.22
SHP-00538,ORD-00018,SUP-0033,2025-07-31,2025-08-04,,In Transit,,Ecom Express,27.68
SHP-00539,ORD-00544,SUP-0151,2024-12-12,2024-12-21,,Pending,,Safexpress,95.23
SHP-00540,ORD-01476,SUP-0034,2024-07-21,2024-08-02,,Delayed,,BlueDart,123.74
SHP-00541,ORD-00847,SUP-0073,2024-02-16,2024-02-19,,Pending,,BlueDart,234.25
SHP-00542,ORD-00629,SUP-0121,2024-08-07,2024-08-11,2024-08-17,Delivered,6,Delhivery,138.56
SHP-00543,ORD-00452,SUP-0152,2025-05-13,2025-05-17,,In Transit,,Shadowfax,39.97
SHP-00544,ORD-00034,SUP-0164,2025-09-26,2025-10-03,,In Transit,,DTDC,41.41
SHP-00545,ORD-01375,SUP-0043,2024-07-13,2024-07-17,,Cancelled,,Shadowfax,161.3
SHP-00546,ORD-00068,SUP-0101,2024-03-30,2024-04-10,,Pending,,BlueDart,141.46
SHP-00547,ORD-00053,SUP-0166,2025-04-16,2025-04-28,,Delayed,,Safexpress,149.95
SHP-00548,ORD-00673,SUP-0140,2024-07-21,2024-07-23,,Cancelled,,Xpressbees,136.93
SHP-00549,ORD-00436,SUP-0128,2025-11-06,2025-11-20,,Pending,,Xpressbees,117.19
SHP-00550,ORD-01278,SUP-0040,2024-01-25,2024-02-03,2024-02-08,Delivered,5,Ecom Express,79.34
SHP-00551,ORD-00883,SUP-0080,2025-02-05,2025-02-16,,Delayed,,Safexpress,142.69
SHP-00552,ORD-00884,SUP-0163,2025-12-01,2025-12-13,2025-12-19,Delivered,6,Ecom Express,56.54
SHP-00553,ORD-00837,SUP-0191,2025-06-01,2025-06-13,,In Transit,,Ecom Express,226.83
SHP-00554,ORD-00034,SUP-0149,2025-06-26,2025-07-03,,Pending,,BlueDart,86.88
SHP-00555,ORD-01297,SUP-0123,2025-03-13,2025-03-24,,In Transit,,DTDC,50.17
SHP-00556,ORD-00779,SUP-0200,2025-08-02,2025-08-07,,In Transit,,BlueDart,85.21
SHP-00557,ORD-00326,SUP-0078,2025-05-14,2025-05-26,,In Transit,,Safexpress,207.84
SHP-00558,ORD-00846,SUP-0043,2025-07-07,2025-07-20,,Cancelled,,Xpressbees,240.43
SHP-00559,ORD-01491,SUP-0046,2025-11-29,2025-12-08,,Pending,,BlueDart,196.33
SHP-00560,ORD-01393,SUP-0065,2024-09-03,2024-09-15,,Pending,,Xpressbees,106.97
SHP-00561,ORD-00216,SUP-0077,2024-02-17,2024-02-20,,Pending,,Shadowfax,183.57
SHP-00562,ORD-00792,SUP-0097,2024-03-30,2024-04-01,,Cancelled,,DTDC,130.73
SHP-00563,ORD-00346,SUP-0194,2025-05-29,2025-06-06,,Cancelled,,Safexpress,187.82
SHP-00564,ORD-01425,SUP-0044,2025-06-18,2025-06-29,,Delayed,,Ecom Express,243.11
SHP-00565,ORD-01238,SUP-0175,2024-09-17,2024-10-01,2024-10-01,Delivered,0,DTDC,191.01
SHP-00566,ORD-01385,SUP-0134,2025-09-29,2025-10-02,,Pending,,Xpressbees,157.29
SHP-00567,ORD-00664,SUP-0077,2025-03-03,2025-03-08,2025-03-15,Delivered,7,Ecom Express,16.53
SHP-00568,ORD-01150,SUP-0168,2025-07-07,2025-07-20,,In Transit,,BlueDart,217.86
SHP-00569,ORD-01116,SUP-0032,2024-09-10,2024-09-12,,Cancelled,,Xpressbees,146.93
SHP-00570,ORD-00391,SUP-0150,2024-10-01,2024-10-09,,Delayed,,Delhivery,202.1
SHP-00571,ORD-01322,SUP-0155,2024-07-27,2024-08-05,,Delayed,,DTDC,65.69
SHP-00572,ORD-01250,SUP-0041,2025-07-18,2025-07-21,2025-07-28,Delivered,7,BlueDart,232.94
SHP-00573,ORD-00057,SUP-0025,2024-03-19,2024-03-24,,Delayed,,Shadowfax,192.27
SHP-00574,ORD-00370,SUP-0062,2024-02-01,2024-02-13,2024-02-12,Delivered,-1,Shadowfax,29.35
SHP-00575,ORD-00312,SUP-0102,2024-08-09,2024-08-14,2024-08-14,Delivered,0,Safexpress,191.17
SHP-00576,ORD-00445,SUP-0152,2025-11-26,2025-12-02,2025-11-29,Delivered,-3,Shadowfax,48.47
SHP-00577,ORD-00344,SUP-0032,2025-05-11,2025-05-15,2025-05-15,Delivered,0,Shadowfax,150.73
SHP-00578,ORD-00874,SUP-0029,2025-05-10,2025-05-12,,In Transit,,BlueDart,157.49
SHP-00579,ORD-01238,SUP-0170,2024-01-19,2024-01-22,,In Transit,,DTDC,116.84
SHP-00580,ORD-01302,SUP-0179,2024-11-23,2024-12-04,,Delayed,,Safexpress,8.37
SHP-00581,ORD-01432,SUP-0164,2024-01-06,2024-01-18,2024-01-24,Delivered,6,DTDC,188.43
SHP-00582,ORD-00949,SUP-0055,2025-01-20,2025-02-04,,Pending,,DTDC,190.65
SHP-00583,ORD-00603,SUP-0066,2024-11-12,2024-11-17,,Cancelled,,BlueDart,197.12
SHP-00584,ORD-01046,SUP-0081,2025-05-07,2025-05-14,2025-05-12,Delivered,-2,Ecom Express,181.1
SHP-00585,ORD-00624,SUP-0030,2025-03-21,2025-03-24,,Cancelled,,Xpressbees,244.21
SHP-00586,ORD-00120,SUP-0003,2025-12-07,2025-12-16,,Cancelled,,BlueDart,123.25
SHP-00587,ORD-01092,SUP-0014,2024-07-09,2024-07-24,2024-07-25,Delivered,1,Delhivery,157.69
SHP-00588,ORD-01346,SUP-0187,2025-06-16,2025-07-01,2025-07-06,Delivered,5,BlueDart,74.34
SHP-00589,ORD-01462,SUP-0043,2025-08-04,2025-08-08,2025-08-08,Delivered,0,Delhivery,98.21
SHP-00590,ORD-01396,SUP-0182,2024-01-13,2024-01-20,2024-01-26,Delivered,6,BlueDart,48.6
SHP-00591,ORD-01430,SUP-0036,2024-03-18,2024-03-23,,Cancelled,,Safexpress,185.33
SHP-00592,ORD-00718,SUP-0042,2024-07-10,2024-07-18,,Delayed,,Ecom Express,41.15
SHP-00593,ORD-00088,SUP-0026,2024-06-16,2024-06-21,2024-06-19,Delivered,-2,Xpressbees,119.49
SHP-00594,ORD-00710,SUP-0191,2024-10-24,2024-11-03,,In Transit,,BlueDart,46.03
SHP-00595,ORD-00792,SUP-0103,2025-05-20,2025-05-23,2025-05-21,Delivered,-2,Xpressbees,128.86
SHP-00596,ORD-00232,SUP-0190,2025-03-19,2025-04-02,,Delayed,,Shadowfax,105.8
SHP-00597,ORD-00278,SUP-0025,2025-09-04,2025-09-08,2025-09-10,Delivered,2,Ecom Express,51.26
SHP-00598,ORD-00814,SUP-0114,2024-09-19,2024-09-27,,In Transit,,BlueDart,196.03
SHP-00599,ORD-00350,SUP-0077,2024-06-24,2024-07-05,2024-07-11,Delivered,6,Delhivery,123.42
SHP-00600,ORD-00693,SUP-0004,2024-08-01,2024-08-07,2024-08-14,Delivered,7,Ecom Express,199.03
SHP-00601,ORD-00159,SUP-0200,2025-09-14,2025-09-20,,Cancelled,,Delhivery,19.86
SHP-00602,ORD-00702,SUP-0082,2024-01-29,2024-02-05,,Delayed,,Delhivery,134.27
SHP-00603,ORD-01028,SUP-0075,2024-11-23,2024-12-03,,In Transit,,Xpressbees,232.63
SHP-00604,ORD-00915,SUP-0128,2024-03-04,2024-03-18,,In Transit,,Shadowfax,66.37
SHP-00605,ORD-00926,SUP-0188,2025-09-16,2025-09-18,,Delayed,,Delhivery,141.99
SHP-00606,ORD-01488,SUP-0101,2024-08-20,2024-09-01,2024-09-05,Delivered,4,Ecom Express,166.67
SHP-00607,ORD-00083,SUP-0083,2024-12-13,2024-12-18,,Cancelled,,Ecom Express,180.88
SHP-00608,ORD-00016,SUP-0114,2024-03-27,2024-03-31,,Delayed,,BlueDart,116.37
SHP-00609,ORD-01219,SUP-0036,2025-03-29,2025-04-11,,In Transit,,Shadowfax,50.91
SHP-00610,ORD-00053,SUP-0034,2024-04-30,2024-05-05,,Cancelled,,Delhivery,93.45
SHP-00611,ORD-00185,SUP-0066,2024-06-10,2024-06-25,2024-06-25,Delivered,0,Delhivery,109.66
SHP-00612,ORD-00401,SUP-0019,2025-01-27,2025-01-29,,Cancelled,,Shadowfax,151.15
SHP-00613,ORD-00746,SUP-0011,2024-01-31,2024-02-06,,In Transit,,Xpressbees,82.13
SHP-00614,ORD-00136,SUP-0183,2025-11-21,2025-12-03,,Delayed,,DTDC,71.93
SHP-00615,ORD-00973,SUP-0172,2024-03-20,2024-03-29,2024-03-26,Delivered,-3,Xpressbees,71.52
SHP-00616,ORD-00721,SUP-0131,2025-03-26,2025-04-03,,Cancelled,,Shadowfax,104.36
SHP-00617,ORD-00400,SUP-0015,2025-10-07,2025-10-11,2025-10-12,Delivered,1,Xpressbees,185.88
SHP-00618,ORD-01238,SUP-0077,2024-01-26,2024-02-07,,Pending,,Shadowfax,172.76
SHP-00619,ORD-00505,SUP-0148,2025-07-09,2025-07-12,,Cancelled,,Delhivery,228.91
SHP-00620,ORD-00205,SUP-0105,2024-10-07,2024-10-20,,Pending,,Xpressbees,199.95
SHP-00621,ORD-00824,SUP-0019,2025-04-20,2025-04-28,,Delayed,,Shadowfax,215.83
SHP-00622,ORD-00265,SUP-0189,2024-10-01,2024-10-09,,Cancelled,,Delhivery,28.63
SHP-00623,ORD-00080,SUP-0025,2025-08-04,2025-08-18,,In Transit,,Xpressbees,108.43
SHP-00624,ORD-00679,SUP-0120,2024-03-17,2024-04-01,,Delayed,,DTDC,200.64
SHP-00625,ORD-00265,SUP-0002,2024-06-05,2024-06-15,,In Transit,,Ecom Express,177.47
SHP-00626,ORD-00717,SUP-0130,2024-08-23,2024-09-01,,Pending,,DTDC,44.73
SHP-00627,ORD-00943,SUP-0049,2025-11-03,2025-11-10,,In Transit,,Safexpress,41.45
SHP-00628,ORD-01265,SUP-0177,2024-12-27,2025-01-08,,Cancelled,,BlueDart,135.37
SHP-00629,ORD-01074,SUP-0061,2025-07-31,2025-08-09,,Cancelled,,Ecom Express,178.64
SHP-00630,ORD-01022,SUP-0159,2024-06-27,2024-07-01,,Delayed,,Shadowfax,219.72
SHP-00631,ORD-00390,SUP-0121,2024-08-08,2024-08-21,,Pending,,Safexpress,158.62
SHP-00632,ORD-00335,SUP-0157,2025-12-17,2025-12-19,,Pending,,BlueDart,145.95
SHP-00633,ORD-00822,SUP-0183,2025-11-12,2025-11-17,,Delayed,,Shadowfax,200.98
SHP-00634,ORD-00632,SUP-0074,2025-01-28,2025-02-07,,Pending,,Ecom Express,38.15
SHP-00635,ORD-00932,SUP-0060,2024-09-11,2024-09-21,,Cancelled,,Ecom Express,182.09
SHP-00636,ORD-00805,SUP-0182,2025-11-24,2025-11-28,,Pending,,BlueDart,152.69
SHP-00637,ORD-01133,SUP-0117,2025-07-20,2025-08-01,,Delayed,,Xpressbees,45.68
SHP-00638,ORD-00319,SUP-0058,2025-04-29,2025-05-06,,In Transit,,DTDC,62.5
SHP-00639,ORD-00639,SUP-0041,2024-01-04,2024-01-16,,Delayed,,Delhivery,213.76
SHP-00640,ORD-00842,SUP-0070,2025-03-10,2025-03-15,,In Transit,,DTDC,19.48
SHP-00641,ORD-00537,SUP-0096,2025-12-08,2025-12-11,,In Transit,,Xpressbees,173.98
SHP-00642,ORD-00524,SUP-0107,2025-12-06,2025-12-10,,Pending,,BlueDart,103.28
SHP-00643,ORD-01082,SUP-0056,2025-07-23,2025-07-27,,Delayed,,BlueDart,94.29
SHP-00644,ORD-00066,SUP-0094,2024-10-17,2024-10-23,,Pending,,Ecom Express,200.81
SHP-00645,ORD-00241,SUP-0070,2025-10-30,2025-11-04,,Pending,,DTDC,76.17
SHP-00646,ORD-00302,SUP-0087,2024-03-27,2024-03-30,2024-04-03,Delivered,4,Ecom Express,222.91
SHP-00647,ORD-00543,SUP-0123,2024-10-27,2024-11-03,,Cancelled,,Safexpress,75.76
SHP-00648,ORD-00166,SUP-0184,2025-10-08,2025-10-18,,Cancelled,,Ecom Express,49.01
SHP-00649,ORD-01281,SUP-0130,2024-11-03,2024-11-08,,Delayed,,Delhivery,225.31
SHP-00650,ORD-00153,SUP-0032,2024-06-14,2024-06-17,,Cancelled,,Xpressbees,71.91
SHP-00651,ORD-01006,SUP-0065,2025-10-19,2025-10-23,,Cancelled,,Safexpress,99.91
SHP-00652,ORD-00365,SUP-0114,2025-08-23,2025-09-02,,Cancelled,,BlueDart,67.03
SHP-00653,ORD-01492,SUP-0167,2024-07-28,2024-08-02,,Pending,,Shadowfax,156.49
SHP-00654,ORD-01016,SUP-0031,2025-01-18,2025-02-01,,Cancelled,,Ecom Express,63.77
SHP-00655,ORD-00005,SUP-0031,2024-03-03,2024-03-10,,Delayed,,Ecom Express,95.3
SHP-00656,ORD-01334,SUP-0072,2024-03-18,2024-03-23,,Cancelled,,Xpressbees,221.44
SHP-00657,ORD-00364,SUP-0087,2025-12-04,2025-12-06,,In Transit,,Xpressbees,204.13
SHP-00658,ORD-01143,SUP-0190,2024-06-24,2024-07-01,,Pending,,BlueDart,249.42
SHP-00659,ORD-00053,SUP-0104,2025-05-30,2025-06-03,2025-06-04,Delivered,1,Ecom Express,226.5
SHP-00660,ORD-00489,SUP-0175,2025-05-04,2025-05-16,,Cancelled,,DTDC,244.73
SHP-00661,ORD-00345,SUP-0013,2024-11-11,2024-11-24,,In Transit,,DTDC,160.74
SHP-00662,ORD-00551,SUP-0109,2025-10-09,2025-10-11,,Delayed,,Xpressbees,185.41
SHP-00663,ORD-01210,SUP-0097,2025-02-02,2025-02-15,2025-02-12,Delivered,-3,DTDC,216.91
SHP-00664,ORD-01284,SUP-0115,2025-02-27,2025-03-12,,In Transit,,Ecom Express,153.75
SHP-00665,ORD-00302,SUP-0154,2024-03-06,2024-03-15,,Cancelled,,Safexpress,159.06
SHP-00666,ORD-00791,SUP-0198,2024-12-12,2024-12-20,2024-12-18,Delivered,-2,Ecom Express,112.25
SHP-00667,ORD-00717,SUP-0043,2025-08-18,2025-08-21,2025-08-19,Delivered,-2,Ecom Express,5.55
SHP-00668,ORD-01490,SUP-0001,2024-07-14,2024-07-22,2024-07-19,Delivered,-3,Ecom Express,191.58
SHP-00669,ORD-00384,SUP-0159,2025-05-07,2025-05-17,,In Transit,,Shadowfax,106.83
SHP-00670,ORD-01048,SUP-0045,2024-08-20,2024-08-23,,In Transit,,Delhivery,140.78
SHP-00671,ORD-00164,SUP-0076,2024-09-27,2024-10-07,,Cancelled,,BlueDart,96.12
SHP-00672,ORD-00947,SUP-0098,2025-09-25,2025-10-09,,Delayed,,Shadowfax,153.11
SHP-00673,ORD-01304,SUP-0042,2025-04-08,2025-04-14,,Cancelled,,Delhivery,233.2
SHP-00674,ORD-01326,SUP-0072,2024-03-10,2024-03-13,,Pending,,DTDC,71.07
SHP-00675,ORD-00528,SUP-0058,2025-02-05,2025-02-17,2025-02-21,Delivered,4,DTDC,124.64
SHP-00676,ORD-00506,SUP-0018,2025-12-23,2025-12-31,,Cancelled,,Safexpress,245.04
SHP-00677,ORD-01186,SUP-0181,2025-01-12,2025-01-22,,In Transit,,DTDC,83.9
SHP-00678,ORD-01227,SUP-0117,2025-12-26,2026-01-01,,Cancelled,,Ecom Express,166.63
SHP-00679,ORD-01429,SUP-0126,2025-03-23,2025-04-06,,In Transit,,Safexpress,192.4
SHP-00680,ORD-01032,SUP-0008,2024-06-23,2024-06-28,,Cancelled,,Ecom Express,82.03
SHP-00681,ORD-00979,SUP-0154,2025-08-11,2025-08-23,,Delayed,,Safexpress,135.99
SHP-00682,ORD-00428,SUP-0005,2025-02-03,2025-02-11,,Delayed,,Xpressbees,81.41
SHP-00683,ORD-01282,SUP-0056,2024-04-12,2024-04-19,2024-04-25,Delivered,6,Shadowfax,71.79
SHP-00684,ORD-01378,SUP-0198,2025-07-02,2025-07-09,2025-07-06,Delivered,-3,Ecom Express,205.24
SHP-00685,ORD-00471,SUP-0112,2025-08-06,2025-08-11,2025-08-13,Delivered,2,Safexpress,11.23
SHP-00686,ORD-00274,SUP-0142,2025-06-27,2025-07-11,,Pending,,Safexpress,105.4
SHP-00687,ORD-01296,SUP-0004,2025-01-27,2025-02-09,,Delayed,,DTDC,156.26
SHP-00688,ORD-00434,SUP-0120,2024-12-31,2025-01-12,,Pending,,Xpressbees,9.19
SHP-00689,ORD-00996,SUP-0023,2024-11-30,2024-12-14,2024-12-13,Delivered,-1,Delhivery,26.71
SHP-00690,ORD-00596,SUP-0170,2024-05-12,2024-05-16,,Delayed,,BlueDart,98.02
SHP-00691,ORD-01343,SUP-0034,2024-10-19,2024-10-29,2024-10-26,Delivered,-3,DTDC,72.97
SHP-00692,ORD-01193,SUP-0156,2024-10-27,2024-11-06,2024-11-08,Delivered,2,Safexpress,62.36
SHP-00693,ORD-00831,SUP-0041,2025-01-17,2025-01-24,,In Transit,,DTDC,72.72
SHP-00694,ORD-00501,SUP-0187,2025-04-26,2025-05-10,,Delayed,,Shadowfax,86.06
SHP-00695,ORD-00916,SUP-0199,2025-03-03,2025-03-17,,Pending,,Ecom Express,117.39
SHP-00696,ORD-00458,SUP-0192,2025-05-12,2025-05-22,,Pending,,DTDC,183.05
SHP-00697,ORD-01490,SUP-0044,2024-06-07,2024-06-10,,Pending,,BlueDart,236.08
SHP-00698,ORD-01129,SUP-0152,2024-10-24,2024-11-02,,Delayed,,DTDC,161.85
SHP-00699,ORD-00169,SUP-0084,2025-11-06,2025-11-20,,Delayed,,DTDC,46.62
SHP-00700,ORD-00324,SUP-0163,2025-05-06,2025-05-20,,Cancelled,,BlueDart,157.19
SHP-00701,ORD-01153,SUP-0042,2025-12-03,2025-12-10,,Delayed,,BlueDart,197.7
SHP-00702,ORD-00814,SUP-0150,2025-05-23,2025-06-04,,Pending,,Shadowfax,156.06
SHP-00703,ORD-00292,SUP-0133,2024-03-02,2024-03-14,,In Transit,,Ecom Express,70.96
SHP-00704,ORD-00897,SUP-0195,2024-01-01,2024-01-11,2024-01-12,Delivered,1,Delhivery,88.91
SHP-00705,ORD-01464,SUP-0037,2024-03-25,2024-03-31,,In Transit,,Xpressbees,143.24
SHP-00706,ORD-00656,SUP-0178,2025-04-26,2025-05-01,,Pending,,Shadowfax,88.47
SHP-00707,ORD-01449,SUP-0124,2024-07-25,2024-08-09,,Cancelled,,Xpressbees,177.83
SHP-00708,ORD-00684,SUP-0107,2024-06-13,2024-06-19,,Cancelled,,Delhivery,81.51
SHP-00709,ORD-01481,SUP-0070,2025-03-20,2025-03-22,,In Transit,,Delhivery,130.22
SHP-00710,ORD-00289,SUP-0063,2024-01-23,2024-02-06,,Delayed,,BlueDart,69.55
SHP-00711,ORD-00835,SUP-0128,2024-03-19,2024-03-29,2024-04-04,Delivered,6,Shadowfax,126.53
SHP-00712,ORD-00920,SUP-0167,2024-05-27,2024-05-31,,Cancelled,,Xpressbees,225.97
SHP-00713,ORD-01236,SUP-0130,2024-07-12,2024-07-25,,In Transit,,Delhivery,75.28
SHP-00714,ORD-01458,SUP-0099,2025-09-19,2025-09-28,2025-09-26,Delivered,-2,Delhivery,248.13
SHP-00715,ORD-00415,SUP-0130,2025-11-24,2025-11-26,,In Transit,,DTDC,96.56
SHP-00716,ORD-00577,SUP-0078,2024-03-29,2024-04-10,,Cancelled,,BlueDart,107.81
SHP-00717,ORD-00881,SUP-0005,2024-02-25,2024-03-08,,In Transit,,Safexpress,153.2
SHP-00718,ORD-00408,SUP-0142,2024-03-30,2024-04-08,,In Transit,,Shadowfax,16.83
SHP-00719,ORD-00325,SUP-0062,2025-12-01,2025-12-03,2025-12-09,Delivered,6,Xpressbees,123.95
SHP-00720,ORD-01482,SUP-0119,2025-02-27,2025-03-08,,Delayed,,Xpressbees,63.84
SHP-00721,ORD-00853,SUP-0080,2024-12-16,2024-12-24,,Delayed,,Ecom Express,90.41
SHP-00722,ORD-00678,SUP-0130,2025-09-24,2025-09-29,2025-09-30,Delivered,1,Delhivery,155.28
SHP-00723,ORD-01426,SUP-0198,2024-09-13,2024-09-20,,In Transit,,Safexpress,181.87
SHP-00724,ORD-00221,SUP-0160,2024-02-21,2024-02-29,,In Transit,,BlueDart,145.68
SHP-00725,ORD-00761,SUP-0013,2024-07-29,2024-08-13,,In Transit,,Shadowfax,156.48
SHP-00726,ORD-00278,SUP-0168,2024-07-15,2024-07-20,,In Transit,,Delhivery,55.41
SHP-00727,ORD-01391,SUP-0134,2024-03-12,2024-03-24,,Pending,,Ecom Express,87.41
SHP-00728,ORD-00059,SUP-0065,2025-04-20,2025-04-24,2025-04-27,Delivered,3,Delhivery,110.88
SHP-00729,ORD-00866,SUP-0073,2024-01-15,2024-01-24,,Delayed,,Safexpress,31.0
SHP-00730,ORD-01295,SUP-0130,2024-05-06,2024-05-12,,Pending,,Xpressbees,112.06
SHP-00731,ORD-00220,SUP-0063,2025-03-06,2025-03-16,,Pending,,Safexpress,247.24
SHP-00732,ORD-01354,SUP-0149,2024-05-19,2024-06-01,,Delayed,,Xpressbees,66.07
SHP-00733,ORD-00357,SUP-0112,2025-08-20,2025-08-22,,Pending,,Shadowfax,85.16
SHP-00734,ORD-00979,SUP-0171,2024-06-21,2024-06-25,,Pending,,Delhivery,43.63
SHP-00735,ORD-00740,SUP-0117,2025-06-03,2025-06-08,,Cancelled,,Xpressbees,193.26
SHP-00736,ORD-00330,SUP-0138,2025-01-18,2025-01-22,,Cancelled,,Ecom Express,135.03
SHP-00737,ORD-01146,SUP-0184,2025-09-09,2025-09-20,2025-09-27,Delivered,7,Shadowfax,238.66
SHP-00738,ORD-00615,SUP-0099,2025-09-09,2025-09-12,,Pending,,Safexpress,182.68
SHP-00739,ORD-01280,SUP-0071,2025-08-19,2025-09-01,2025-09-07,Delivered,6,Ecom Express,209.87
SHP-00740,ORD-00807,SUP-0111,2025-11-03,2025-11-09,,Pending,,Ecom Express,193.03
SHP-00741,ORD-00296,SUP-0008,2024-08-31,2024-09-02,,Cancelled,,Ecom Express,22.77
SHP-00742,ORD-00759,SUP-0040,2024-06-22,2024-07-07,,Pending,,DTDC,185.67
SHP-00743,ORD-00770,SUP-0085,2025-05-22,2025-05-29,,Cancelled,,Ecom Express,125.96
SHP-00744,ORD-00020,SUP-0121,2024-03-11,2024-03-22,,Cancelled,,DTDC,124.58
SHP-00745,ORD-01408,SUP-0078,2024-12-20,2024-12-23,2024-12-30,Delivered,7,Xpressbees,115.6
SHP-00746,ORD-00090,SUP-0126,2025-09-22,2025-09-30,,In Transit,,BlueDart,190.9
SHP-00747,ORD-00704,SUP-0179,2024-02-15,2024-02-25,,In Transit,,Delhivery,19.04
SHP-00748,ORD-01416,SUP-0183,2024-11-13,2024-11-22,2024-11-26,Delivered,4,Delhivery,208.02
SHP-00749,ORD-01015,SUP-0109,2024-09-04,2024-09-17,,Pending,,Delhivery,169.87
SHP-00750,ORD-00217,SUP-0077,2025-02-27,2025-03-04,2025-03-11,Delivered,7,Delhivery,187.9
SHP-00751,ORD-01204,SUP-0176,2025-09-24,2025-10-08,,In Transit,,Safexpress,26.51
SHP-00752,ORD-00550,SUP-0046,2024-12-24,2024-12-31,,Delayed,,Xpressbees,89.6
SHP-00753,ORD-01327,SUP-0171,2024-07-02,2024-07-15,,Cancelled,,DTDC,54.3
SHP-00754,ORD-00258,SUP-0176,2025-07-29,2025-08-07,,Delayed,,Shadowfax,87.92
SHP-00755,ORD-00185,SUP-0134,2024-12-29,2025-01-06,2025-01-09,Delivered,3,Shadowfax,22.21
SHP-00756,ORD-00735,SUP-0094,2025-04-24,2025-05-07,2025-05-09,Delivered,2,DTDC,106.89
SHP-00757,ORD-00853,SUP-0144,2024-03-23,2024-03-31,,Delayed,,Shadowfax,223.41
SHP-00758,ORD-00089,SUP-0192,2025-08-02,2025-08-10,,In Transit,,BlueDart,100.06
SHP-00759,ORD-00835,SUP-0095,2025-10-16,2025-10-23,2025-10-29,Delivered,6,Ecom Express,34.26
SHP-00760,ORD-00847,SUP-0151,2024-04-29,2024-05-04,2024-05-04,Delivered,0,Ecom Express,106.75
SHP-00761,ORD-00385,SUP-0096,2024-07-10,2024-07-16,,In Transit,,Delhivery,130.14
SHP-00762,ORD-00765,SUP-0018,2025-02-08,2025-02-16,,Cancelled,,Shadowfax,36.52
SHP-00763,ORD-00298,SUP-0116,2025-10-18,2025-10-29,,Delayed,,DTDC,186.07
SHP-00764,ORD-00639,SUP-0125,2025-07-25,2025-08-05,,Delayed,,Shadowfax,79.52
SHP-00765,ORD-00987,SUP-0156,2025-08-07,2025-08-19,,Cancelled,,Xpressbees,186.18
SHP-00766,ORD-00175,SUP-0015,2025-08-08,2025-08-13,,Delayed,,Ecom Express,44.7
SHP-00767,ORD-01285,SUP-0053,2024-02-22,2024-03-06,,Pending,,Xpressbees,144.82
SHP-00768,ORD-00376,SUP-0145,2024-07-03,2024-07-18,,Pending,,Safexpress,24.25
SHP-00769,ORD-00513,SUP-0031,2024-05-16,2024-05-18,,In Transit,,BlueDart,123.26
SHP-00770,ORD-00831,SUP-0100,2025-08-23,2025-08-26,2025-08-30,Delivered,4,BlueDart,243.39
SHP-00771,ORD-01241,SUP-0129,2024-04-02,2024-04-17,,Cancelled,,DTDC,109.19
SHP-00772,ORD-00956,SUP-0093,2025-11-29,2025-12-14,2025-12-19,Delivered,5,Safexpress,89.75
SHP-00773,ORD-00796,SUP-0039,2024-01-05,2024-01-19,,Delayed,,BlueDart,52.2
SHP-00774,ORD-00847,SUP-0121,2024-07-12,2024-07-20,,Pending,,BlueDart,162.09
SHP-00775,ORD-00723,SUP-0101,2025-05-17,2025-05-24,,Delayed,,Shadowfax,184.2
